ORDERDATE,SALES,PRODUCTLINE,DEALSIZE,COUNTRY
2005-03-09,4998.0,Vintage Cars,Medium,Australia
2005-05-30,1293.75,Vintage Cars,Small,USA
2003-03-18,5433.08,Classic Cars,Medium,UK
2003-05-20,3073.72,Classic Cars,Medium,France
2003-07-10,4380.2,Classic Cars,Medium,France
2003-09-11,5848.68,Classic Cars,Medium,Australia
2003-10-17,6153.73,Classic Cars,Medium,Denmark
2003-11-05,4965.24,Classic Cars,Medium,USA
2003-11-12,5435.64,Classic Cars,Medium,Norway
2003-11-20,4258.36,Classic Cars,Medium,USA
2003-12-02,4032.0,Classic Cars,Medium,USA
2004-01-16,4492.36,Classic Cars,Medium,Spain
2004-02-26,4161.38,Classic Cars,Medium,USA
2004-04-13,2508.66,Classic Cars,Small,France
2004-06-01,3374.88,Classic Cars,Medium,UK
2004-07-06,5196.6,Classic Cars,Medium,Italy
2004-08-06,2604.52,Classic Cars,Small,USA
2004-09-01,2936.8,Classic Cars,Small,Singapore
2003-10-05,3424.64,Classic Cars,Medium,Norway
2004-10-16,2923.2,Classic Cars,Small,Spain
2004-11-04,4489.76,Classic Cars,Medium,USA
2004-11-17,4849.24,Classic Cars,Medium,USA
2004-11-24,5848.92,Classic Cars,Medium,France
2005-01-12,2758.7,Classic Cars,Small,USA
2005-02-10,1449.76,Classic Cars,Small,Spain
2005-04-22,7048.14,Classic Cars,Large,USA
2005-05-17,5202.94,Classic Cars,Medium,Austria
2003-02-17,5279.4,Planes,Medium,Italy
2003-04-28,6916.12,Planes,Medium,Austria
2003-06-16,2781.66,Planes,Small,USA
2003-08-10,5248.0,Planes,Medium,USA
2003-10-06,6531.44,Planes,Medium,Finland
2003-10-23,5763.72,Planes,Medium,Sweden
2003-11-08,6490.68,Planes,Medium,France
2003-11-14,6004.8,Planes,Medium,UK
2003-11-27,7483.98,Planes,Large,Philippines
2004-01-12,5719.5,Planes,Medium,Japan
2004-02-19,6954.08,Planes,Medium,USA
2004-05-11,8160.3,Planes,Large,USA
2004-06-24,6567.96,Planes,Medium,Spain
2004-07-21,6724.0,Planes,Medium,USA
2004-08-21,5747.85,Planes,Medium,Norway
2004-09-15,5676.84,Planes,Medium,Germany
2004-10-14,7379.97,Planes,Large,USA
2004-11-01,3704.13,Planes,Medium,UK
2004-11-10,2804.75,Planes,Small,Denmark
2004-11-22,5624.79,Planes,Medium,Belgium
2004-12-03,3881.28,Planes,Medium,UK
2005-01-31,1611.4,Planes,Small,Finland
2005-03-01,1364.25,Planes,Small,Spain
2005-03-30,4215.09,Planes,Medium,France
2005-04-01,6433.82,Planes,Medium,USA
2005-05-10,4352.16,Planes,Medium,Italy
2003-01-06,5151.0,Vintage Cars,Medium,USA
2003-03-18,6069.0,Vintage Cars,Medium,UK
2003-05-21,2856.0,Vintage Cars,Small,USA
2003-09-12,5375.4,Vintage Cars,Medium,USA
2003-10-18,5176.5,Vintage Cars,Medium,USA
2003-11-05,3508.8,Vintage Cars,Medium,Italy
2003-11-12,7554.8,Vintage Cars,Large,USA
2003-11-21,3141.6,Vintage Cars,Medium,Australia
2003-12-02,5890.5,Vintage Cars,Medium,USA
2004-01-26,5967.0,Vintage Cars,Medium,Spain
2004-03-02,3712.8,Vintage Cars,Medium,France
2004-04-13,7597.3,Vintage Cars,Large,France
2004-08-17,3668.6,Vintage Cars,Medium,Italy
2004-09-01,5875.2,Vintage Cars,Medium,Singapore
2003-10-06,7310.0,Vintage Cars,Large,UK
2004-10-21,8078.4,Vintage Cars,Large,USA
2004-11-17,3257.76,Vintage Cars,Medium,USA
2004-11-25,7650.0,Vintage Cars,Large,France
2005-01-12,4703.81,Vintage Cars,Medium,USA
2005-02-10,5399.55,Vintage Cars,Medium,Spain
2005-04-22,14082.8,Vintage Cars,Large,USA
2005-05-29,5283.6,Vintage Cars,Medium,Australia
2003-03-03,3130.82,Classic Cars,Medium,Philippines
2003-05-08,3112.34,Classic Cars,Medium,France
2003-07-02,3806.88,Classic Cars,Medium,USA
2003-09-05,2142.14,Classic Cars,Small,USA
2003-10-11,3364.9,Classic Cars,Medium,USA
2003-11-04,1262.8,Classic Cars,Small,Austria
2003-11-12,1626.24,Classic Cars,Small,Norway
2003-11-20,4088.7,Classic Cars,Medium,USA
2003-12-02,3846.15,Classic Cars,Medium,Spain
2004-01-16,1339.8,Classic Cars,Small,Spain
2004-02-22,3039.96,Classic Cars,Medium,Switzerland
2004-04-12,3400.32,Classic Cars,Medium,Finland
2004-06-01,1930.39,Classic Cars,Small,UK
2004-07-06,2464.77,Classic Cars,Small,Italy
2004-08-06,2634.94,Classic Cars,Small,USA
2004-08-30,3625.16,Classic Cars,Medium,Switzerland
2003-10-04,3788.4,Classic Cars,Medium,Germany
2004-10-16,1832.6,Classic Cars,Small,Germany
2004-11-04,2905.98,Classic Cars,Small,USA
2004-11-15,2954.81,Classic Cars,Small,USA
2004-11-24,3599.75,Classic Cars,Medium,Australia
2005-01-06,3686.54,Classic Cars,Medium,Finland
2005-02-09,2100.56,Classic Cars,Small,Finland
2005-03-03,3881.78,Classic Cars,Medium,Sweden
2005-04-14,4509.12,Classic Cars,Medium,France
2005-05-17,3273.27,Classic Cars,Medium,Austria
2003-03-10,4432.7,Classic Cars,Medium,USA
2003-05-08,4100.99,Classic Cars,Medium,France
2003-07-04,5274.72,Classic Cars,Medium,France
2003-09-11,4232.0,Classic Cars,Medium,Australia
2003-10-17,6145.44,Classic Cars,Medium,Denmark
2003-11-05,4680.2,Classic Cars,Medium,Canada
2003-11-12,3286.08,Classic Cars,Medium,Norway
2003-11-20,7421.3,Classic Cars,Large,USA
2003-12-02,6432.64,Classic Cars,Medium,USA
2004-01-16,4840.87,Classic Cars,Medium,Spain
2004-02-26,3892.08,Classic Cars,Medium,USA
2004-04-13,5526.32,Classic Cars,Medium,Japan
2004-06-01,4459.62,Classic Cars,Medium,UK
2004-07-06,6203.4,Classic Cars,Medium,Italy
2004-08-06,3754.05,Classic Cars,Medium,USA
2004-08-30,3516.48,Classic Cars,Medium,Switzerland
2003-10-05,7488.04,Classic Cars,Large,Norway
2004-10-16,3448.08,Classic Cars,Medium,Germany
2004-11-04,3734.0,Classic Cars,Medium,USA
2004-11-17,974.1,Classic Cars,Small,USA
2004-11-24,3160.74,Classic Cars,Medium,Australia
2004-12-09,1746.63,Classic Cars,Small,France
2005-01-10,4207.84,Classic Cars,Medium,Belgium
2005-02-09,4352.76,Classic Cars,Medium,Finland
2005-03-04,1463.7,Classic Cars,Small,USA
2005-04-15,7169.28,Classic Cars,Large,Denmark
2005-05-17,4594.76,Classic Cars,Medium,Austria
2003-01-31,3457.92,Classic Cars,Medium,Spain
2003-04-04,7381.16,Classic Cars,Large,USA
2003-06-03,7146.9,Classic Cars,Large,USA
2003-08-01,5938.53,Classic Cars,Medium,Finland
2003-09-21,7110.91,Classic Cars,Large,Finland
2003-10-22,5032.95,Classic Cars,Medium,Singapore
2003-11-06,3667.6,Classic Cars,Medium,Italy
2003-11-14,7381.16,Classic Cars,Large,Spain
2003-11-25,5128.11,Classic Cars,Medium,USA
2003-12-09,7060.24,Classic Cars,Large,USA
2004-02-10,8448.64,Classic Cars,Large,USA
2004-03-15,7300.51,Classic Cars,Large,Germany
2004-05-05,6549.2,Classic Cars,Medium,Spain
2004-06-15,5697.9,Classic Cars,Medium,Singapore
2004-07-20,9169.0,Classic Cars,Large,USA
2004-08-20,3238.63,Classic Cars,Medium,USA
2004-09-08,4554.94,Classic Cars,Medium,USA
2004-10-13,3934.44,Classic Cars,Medium,USA
2004-10-22,5776.26,Classic Cars,Medium,Denmark
2004-11-05,7207.45,Classic Cars,Large,USA
2004-11-20,7460.74,Classic Cars,Large,France
2004-12-01,6719.54,Classic Cars,Medium,USA
2004-12-10,2428.0,Classic Cars,Small,Spain
2005-01-23,2602.25,Classic Cars,Small,USA
2005-02-17,2200.0,Classic Cars,Small,USA
2005-05-03,6712.93,Classic Cars,Medium,Spain
2005-05-31,5318.04,Classic Cars,Medium,France
2003-01-06,3390.0,Vintage Cars,Medium,USA
2003-03-18,1608.0,Vintage Cars,Small,UK
2003-05-21,2262.96,Vintage Cars,Small,USA
2003-09-12,1496.64,Vintage Cars,Small,USA
2003-10-18,1879.74,Vintage Cars,Small,USA
2003-11-05,1495.26,Vintage Cars,Small,Italy
2003-11-12,2323.7,Vintage Cars,Small,USA
2003-11-21,2491.86,Vintage Cars,Small,Australia
2003-12-02,1643.12,Vintage Cars,Small,USA
2004-01-26,1322.16,Vintage Cars,Small,Spain
2004-03-02,1423.8,Vintage Cars,Small,France
2004-04-13,2397.45,Vintage Cars,Small,France
2004-08-17,1574.0,Vintage Cars,Small,Italy
2004-09-01,1729.0,Vintage Cars,Small,Singapore
2004-10-06,2255.84,Vintage Cars,Small,Spain
2004-10-21,1834.5,Vintage Cars,Small,USA
2004-11-17,3201.5,Vintage Cars,Medium,UK
2004-11-25,2276.4,Vintage Cars,Small,France
2005-01-12,8884.8,Vintage Cars,Large,USA
2005-02-10,1331.1,Vintage Cars,Small,Spain
2005-04-22,3051.3,Vintage Cars,Medium,USA
2005-05-29,2288.52,Vintage Cars,Small,Australia
2003-01-31,3772.61,Trucks and Buses,Medium,Spain
2003-04-01,4164.42,Trucks and Buses,Medium,France
2003-06-03,6295.95,Trucks and Buses,Medium,USA
2003-08-01,6287.66,Trucks and Buses,Medium,Finland
2003-09-21,5412.54,Trucks and Buses,Medium,Finland
2003-10-22,5984.14,Trucks and Buses,Medium,Singapore
2003-11-06,5891.04,Trucks and Buses,Medium,UK
2003-11-14,5984.14,Trucks and Buses,Medium,Spain
2003-11-25,3608.15,Trucks and Buses,Medium,USA
2003-12-09,5752.54,Trucks and Buses,Medium,USA
2004-03-11,3765.32,Trucks and Buses,Medium,USA
2004-05-05,2159.96,Trucks and Buses,Small,Spain
2004-06-15,3379.94,Trucks and Buses,Medium,Singapore
2004-07-20,5093.5,Trucks and Buses,Medium,USA
2004-08-19,5773.44,Trucks and Buses,Medium,USA
2004-09-08,4528.86,Trucks and Buses,Medium,USA
2004-10-13,4816.08,Trucks and Buses,Medium,USA
2004-10-22,3416.78,Trucks and Buses,Medium,Canada
2004-11-05,1236.84,Trucks and Buses,Small,USA
2004-11-19,5814.86,Trucks and Buses,Medium,Sweden
2004-12-01,5223.48,Trucks and Buses,Medium,USA
2004-12-10,728.4,Trucks and Buses,Small,Spain
2005-01-20,3949.0,Trucks and Buses,Medium,Australia
2005-02-22,3843.99,Trucks and Buses,Medium,Spain
2005-05-03,5498.08,Trucks and Buses,Medium,Spain
2005-05-31,3777.58,Trucks and Buses,Medium,France
2003-01-09,3782.0,Vintage Cars,Medium,Germany
2003-03-18,3859.68,Vintage Cars,Medium,UK
2003-05-21,4431.84,Vintage Cars,Medium,USA
2003-09-12,4950.33,Vintage Cars,Medium,USA
2003-10-18,4299.7,Vintage Cars,Medium,USA
2003-11-05,4492.83,Vintage Cars,Medium,Italy
2003-11-12,2212.0,Vintage Cars,Small,USA
2003-11-21,4642.88,Vintage Cars,Medium,Australia
2003-12-02,3206.32,Vintage Cars,Medium,USA
2004-01-26,3604.23,Vintage Cars,Medium,Spain
2004-03-02,7017.76,Vintage Cars,Large,France
2004-04-26,6154.18,Vintage Cars,Medium,USA
2004-08-17,4750.8,Vintage Cars,Medium,Italy
2004-09-01,3822.92,Vintage Cars,Medium,Singapore
2004-10-11,2440.8,Vintage Cars,Small,France
2004-10-21,4729.36,Vintage Cars,Medium,USA
2004-11-04,12536.5,Vintage Cars,Large,USA
2004-11-17,2264.15,Vintage Cars,Small,UK
2004-11-25,3928.2,Vintage Cars,Medium,France
2004-12-09,3630.22,Vintage Cars,Medium,France
2005-01-12,4196.07,Vintage Cars,Medium,USA
2005-02-16,4931.6,Vintage Cars,Medium,Spain
2005-03-04,3068.69,Vintage Cars,Medium,USA
2005-04-23,785.64,Vintage Cars,Small,Singapore
2005-05-29,4977.0,Vintage Cars,Medium,Australia
2003-01-29,1189.98,Trucks and Buses,Small,Norway
2003-04-01,3090.15,Trucks and Buses,Medium,France
2003-05-28,2795.86,Trucks and Buses,Small,Spain
2003-07-24,2851.54,Trucks and Buses,Small,USA
2003-09-21,2701.92,Trucks and Buses,Small,Finland
2003-10-22,2204.1,Trucks and Buses,Small,Singapore
2003-11-06,2840.48,Trucks and Buses,Small,UK
2003-11-14,2647.04,Trucks and Buses,Small,Spain
2003-11-25,3172.05,Trucks and Buses,Medium,France
2003-12-09,2585.93,Trucks and Buses,Small,USA
2004-02-04,2148.3,Trucks and Buses,Small,Singapore
2004-03-11,1667.4,Trucks and Buses,Small,USA
2004-05-05,1859.7,Trucks and Buses,Small,Spain
2004-06-15,1476.6,Trucks and Buses,Small,Singapore
2004-07-20,1732.0,Trucks and Buses,Small,USA
2004-08-19,1674.17,Trucks and Buses,Small,USA
2004-09-08,1500.98,Trucks and Buses,Small,Sweden
2004-10-13,2192.68,Trucks and Buses,Small,USA
2004-10-22,1797.58,Trucks and Buses,Small,Canada
2004-11-04,2142.35,Trucks and Buses,Small,USA
2004-11-19,2086.92,Trucks and Buses,Small,Sweden
2004-11-29,6834.5,Trucks and Buses,Medium,Australia
2004-12-10,2541.59,Trucks and Buses,Small,USA
2005-01-20,2130.92,Trucks and Buses,Small,Australia
2005-02-17,1701.7,Trucks and Buses,Small,USA
2005-03-09,1694.0,Trucks and Buses,Small,Australia
2005-05-03,2913.53,Trucks and Buses,Small,Spain
2005-05-31,935.18,Trucks and Buses,Small,France
2003-02-17,3073.26,Planes,Medium,Italy
2003-04-29,2082.49,Planes,Small,Australia
2003-06-27,3394.23,Planes,Medium,Spain
2003-08-25,2559.6,Planes,Small,USA
2003-10-28,1490.16,Planes,Small,USA
2004-01-12,3844.0,Planes,Medium,Japan
2004-02-20,4724.91,Planes,Medium,Australia
2004-04-02,1824.72,Planes,Small,Canada
2004-05-11,2668.68,Planes,Small,USA
2004-06-28,2843.61,Planes,Small,USA
2004-07-23,3163.65,Planes,Medium,France
2004-08-21,2226.11,Planes,Small,Norway
2004-09-16,2069.75,Planes,Small,Ireland
2004-10-15,2235.33,Planes,Small,USA
2004-11-02,3116.43,Planes,Medium,USA
2004-11-10,4781.7,Planes,Medium,Denmark
2004-11-23,2810.7,Planes,Small,Japan
2004-12-04,3515.67,Planes,Medium,USA
2005-02-02,2909.34,Planes,Small,Australia
2005-03-01,1570.17,Planes,Small,Spain
2005-03-30,2613.92,Planes,Small,France
2005-04-03,3193.26,Planes,Medium,USA
2005-05-10,1482.6,Planes,Small,Italy
2003-02-24,2055.23,Motorcycles,Small,USA
2003-04-29,2674.9,Motorcycles,Small,Australia
2003-07-01,1853.4,Motorcycles,Small,France
2003-08-25,1490.1,Motorcycles,Small,USA
2003-10-10,2162.16,Motorcycles,Small,USA
2003-10-28,2814.28,Motorcycles,Small,USA
2003-11-11,1605.0,Motorcycles,Small,France
2003-11-18,2093.44,Motorcycles,Small,Norway
2003-12-01,1944.3,Motorcycles,Small,USA
2004-01-12,1986.8,Motorcycles,Small,Japan
2004-02-20,1695.96,Motorcycles,Small,Australia
2004-04-03,1281.56,Motorcycles,Small,USA
2004-05-18,1774.22,Motorcycles,Small,USA
2004-06-28,1997.5,Motorcycles,Small,USA
2004-07-23,2353.2,Motorcycles,Small,France
2004-08-27,981.2,Motorcycles,Small,USA
2004-09-27,1550.72,Motorcycles,Small,France
2004-10-15,1771.06,Motorcycles,Small,USA
2004-11-02,2213.4,Motorcycles,Small,USA
2004-11-15,5266.04,Motorcycles,Medium,USA
2004-11-23,1864.8,Motorcycles,Small,Japan
2005-01-05,1142.41,Motorcycles,Small,USA
2005-02-02,1172.6,Motorcycles,Small,Australia
2005-03-03,6981.0,Motorcycles,Medium,Sweden
2005-04-07,3064.6,Motorcycles,Medium,France
2005-05-13,2202.48,Motorcycles,Small,Spain
2003-01-09,3773.38,Vintage Cars,Medium,Germany
2003-03-18,5074.39,Vintage Cars,Medium,UK
2003-05-21,6483.46,Vintage Cars,Medium,Australia
2003-07-16,7956.46,Vintage Cars,Large,Australia
2003-09-12,4230.62,Vintage Cars,Medium,USA
2003-10-18,7209.12,Vintage Cars,Large,USA
2003-11-05,3452.68,Vintage Cars,Medium,Italy
2003-11-12,3047.73,Vintage Cars,Medium,USA
2003-11-21,3675.32,Vintage Cars,Medium,Australia
2003-12-03,7492.4,Vintage Cars,Large,Spain
2004-01-26,9534.5,Vintage Cars,Large,Spain
2004-03-02,5579.02,Vintage Cars,Medium,France
2004-04-29,5950.34,Vintage Cars,Medium,Spain
2004-06-04,3726.0,Vintage Cars,Medium,France
2004-08-17,4455.0,Vintage Cars,Medium,Italy
2004-09-03,8272.34,Vintage Cars,Large,Norway
2004-10-11,3577.6,Vintage Cars,Medium,France
2004-10-21,3881.25,Vintage Cars,Medium,USA
2004-11-04,5797.44,Vintage Cars,Medium,USA
2004-11-17,1264.08,Vintage Cars,Small,UK
2004-11-29,4815.3,Vintage Cars,Medium,Australia
2004-12-09,4462.2,Vintage Cars,Medium,France
2005-01-12,3033.28,Vintage Cars,Medium,USA
2005-02-16,990.78,Vintage Cars,Small,Spain
2005-03-04,2030.86,Vintage Cars,Small,USA
2005-05-29,5433.75,Vintage Cars,Medium,USA
2003-03-10,3157.44,Classic Cars,Medium,USA
2003-05-20,5161.2,Classic Cars,Medium,France
2003-07-10,4346.76,Classic Cars,Medium,France
2003-09-11,3528.36,Classic Cars,Medium,Australia
2003-10-17,3187.8,Classic Cars,Medium,Denmark
2003-11-05,6023.16,Classic Cars,Medium,USA
2003-11-12,3884.76,Classic Cars,Medium,Norway
2003-11-20,4965.84,Classic Cars,Medium,USA
2003-12-02,4169.88,Classic Cars,Medium,USA
2004-01-16,4910.4,Classic Cars,Medium,Spain
2004-02-26,3231.36,Classic Cars,Medium,USA
2004-04-13,6853.44,Classic Cars,Medium,France
2004-06-01,5177.04,Classic Cars,Medium,UK
2004-07-06,2824.8,Classic Cars,Small,Italy
2004-08-06,4324.32,Classic Cars,Medium,USA
2004-08-30,5052.96,Classic Cars,Medium,Switzerland
2003-10-05,3223.44,Classic Cars,Medium,Norway
2004-10-16,5278.68,Classic Cars,Medium,Spain
2004-11-04,2851.2,Classic Cars,Small,USA
2004-11-17,1687.4,Classic Cars,Small,USA
2004-11-24,1308.0,Classic Cars,Small,France
2005-01-10,6144.6,Classic Cars,Medium,Belgium
2005-02-10,5127.2,Classic Cars,Medium,Spain
2005-04-22,6386.16,Classic Cars,Medium,USA
2005-05-17,7695.6,Classic Cars,Large,Austria
2003-01-29,2242.89,Vintage Cars,Small,Norway
2003-03-24,2539.89,Vintage Cars,Small,Sweden
2003-05-28,2795.27,Vintage Cars,Small,Spain
2003-07-16,5545.76,Vintage Cars,Medium,Australia
2003-09-19,4285.46,Vintage Cars,Medium,Singapore
2003-10-20,3329.09,Vintage Cars,Medium,USA
2003-11-06,5592.22,Vintage Cars,Medium,Australia
2003-11-13,3298.55,Vintage Cars,Medium,USA
2003-11-21,2609.88,Vintage Cars,Small,Australia
2003-12-05,3336.29,Vintage Cars,Medium,Canada
2004-01-29,5510.05,Vintage Cars,Medium,USA
2004-03-10,2504.4,Vintage Cars,Small,USA
2004-04-29,3525.6,Vintage Cars,Medium,Spain
2004-06-14,4407.0,Vintage Cars,Medium,USA
2004-07-19,2983.44,Vintage Cars,Small,Australia
2004-08-17,5126.24,Vintage Cars,Medium,Italy
2004-09-08,5713.79,Vintage Cars,Medium,Sweden
2004-10-11,4613.8,Vintage Cars,Medium,France
2004-10-21,3711.1,Vintage Cars,Medium,USA
2004-11-04,3524.73,Vintage Cars,Medium,USA
2004-11-18,2795.27,Vintage Cars,Small,USA
2004-11-29,4814.4,Vintage Cars,Medium,Australia
2004-12-10,3572.33,Vintage Cars,Medium,USA
2005-01-20,4581.36,Vintage Cars,Medium,USA
2005-02-17,4319.76,Vintage Cars,Medium,USA
2005-03-09,1448.0,Vintage Cars,Small,Australia
2005-05-30,881.4,Vintage Cars,Small,Belgium
2003-01-29,2011.1,Vintage Cars,Small,Norway
2003-03-25,1801.24,Vintage Cars,Small,USA
2003-05-28,3390.2,Vintage Cars,Medium,Spain
2003-07-16,1424.0,Vintage Cars,Small,Australia
2003-09-19,1499.1,Vintage Cars,Small,Singapore
2003-10-20,3358.08,Vintage Cars,Medium,USA
2003-11-05,1504.16,Vintage Cars,Small,Italy
2003-11-13,2655.12,Vintage Cars,Small,USA
2003-11-21,1244.16,Vintage Cars,Small,Australia
2003-12-05,1888.88,Vintage Cars,Small,Canada
2004-01-29,1820.01,Vintage Cars,Small,USA
2004-03-10,2866.95,Vintage Cars,Small,USA
2004-04-29,1394.16,Vintage Cars,Small,Spain
2004-06-14,2632.28,Vintage Cars,Small,USA
2004-07-16,2018.56,Vintage Cars,Small,Austria
2004-08-17,2954.53,Vintage Cars,Small,Italy
2004-09-08,1871.83,Vintage Cars,Small,Sweden
2004-10-11,1559.04,Vintage Cars,Small,France
2004-10-21,1880.2,Vintage Cars,Small,USA
2004-11-04,1224.67,Vintage Cars,Small,USA
2004-11-17,2979.08,Vintage Cars,Small,UK
2004-11-29,2208.64,Vintage Cars,Small,Australia
2004-12-10,3458.42,Vintage Cars,Medium,USA
2005-01-20,1237.88,Vintage Cars,Small,USA
2005-02-17,2723.2,Vintage Cars,Small,USA
2005-03-10,2218.52,Vintage Cars,Small,Austria
2005-05-30,1665.32,Vintage Cars,Small,Belgium
2003-02-17,3421.04,Ships,Medium,Italy
2003-04-28,1878.66,Ships,Small,Austria
2003-06-16,3853.6,Ships,Medium,USA
2003-08-10,3442.64,Ships,Medium,USA
2003-10-06,3482.16,Ships,Medium,Finland
2003-10-23,3363.52,Ships,Medium,Sweden
2003-11-08,3350.52,Ships,Medium,France
2003-11-14,2862.72,Ships,Small,UK
2003-11-26,4036.04,Ships,Medium,Spain
2004-01-09,2817.92,Ships,Small,USA
2004-02-19,4636.38,Ships,Medium,USA
2004-05-07,1553.58,Ships,Small,USA
2004-06-24,2697.6,Ships,Small,Spain
2004-07-21,3334.04,Ships,Medium,Belgium
2004-08-20,2059.26,Ships,Small,Canada
2004-09-15,2023.14,Ships,Small,Germany
2004-10-14,2586.64,Ships,Small,USA
2004-11-01,1987.02,Ships,Small,UK
2004-11-10,1146.5,Ships,Small,Denmark
2004-11-22,2312.24,Ships,Small,Belgium
2004-12-02,2793.71,Ships,Small,Spain
2005-01-31,1908.28,Ships,Small,Finland
2005-03-01,3441.37,Ships,Medium,Spain
2005-03-30,2023.28,Ships,Small,France
2005-04-01,2245.2,Ships,Small,USA
2005-05-06,3255.12,Ships,Medium,USA
2003-01-29,2539.5,Vintage Cars,Small,Norway
2003-03-25,4818.15,Vintage Cars,Medium,USA
2003-05-28,2921.7,Vintage Cars,Small,Spain
2003-07-16,1801.2,Vintage Cars,Small,Australia
2003-09-19,2804.36,Vintage Cars,Small,Singapore
2003-10-20,4900.8,Vintage Cars,Medium,USA
2003-11-05,2759.31,Vintage Cars,Small,Italy
2003-11-13,2488.2,Vintage Cars,Small,USA
2003-11-21,2769.89,Vintage Cars,Small,Australia
2003-12-05,3581.4,Vintage Cars,Medium,Canada
2004-01-29,5285.14,Vintage Cars,Medium,USA
2004-03-10,3181.53,Vintage Cars,Medium,USA
2004-04-29,3340.51,Vintage Cars,Medium,Spain
2004-06-14,3138.34,Vintage Cars,Medium,USA
2004-07-19,4775.08,Vintage Cars,Medium,Australia
2004-08-17,3006.43,Vintage Cars,Medium,Italy
2004-09-08,2866.26,Vintage Cars,Small,Sweden
2004-10-11,2232.62,Vintage Cars,Small,France
2004-10-21,4457.02,Vintage Cars,Medium,USA
2004-11-04,2257.92,Vintage Cars,Small,USA
2004-11-17,1592.0,Vintage Cars,Small,UK
2004-11-29,4948.2,Vintage Cars,Medium,Australia
2004-12-10,5160.76,Vintage Cars,Medium,USA
2005-01-20,1978.62,Vintage Cars,Small,USA
2005-02-17,4288.2,Vintage Cars,Medium,USA
2005-03-10,2520.68,Vintage Cars,Small,Austria
2005-05-30,1781.22,Vintage Cars,Small,Belgium
2003-02-11,3065.04,Vintage Cars,Medium,Denmark
2003-04-16,3551.34,Vintage Cars,Medium,Singapore
2003-06-06,5544.02,Vintage Cars,Medium,Spain
2003-08-08,6034.33,Vintage Cars,Medium,USA
2003-09-28,3641.57,Vintage Cars,Medium,Spain
2003-10-21,6930.74,Vintage Cars,Medium,USA
2003-11-07,3675.63,Vintage Cars,Medium,Spain
2003-11-14,3442.04,Vintage Cars,Medium,USA
2003-11-26,6893.81,Vintage Cars,Medium,USA
2004-01-02,2622.48,Vintage Cars,Small,France
2004-02-18,4417.38,Vintage Cars,Medium,Belgium
2004-03-20,3606.02,Vintage Cars,Medium,UK
2004-05-07,3802.56,Vintage Cars,Medium,USA
2004-07-21,5026.4,Vintage Cars,Medium,Belgium
2004-08-20,6695.53,Vintage Cars,Medium,USA
2004-09-09,2819.28,Vintage Cars,Small,Italy
2004-10-14,3759.04,Vintage Cars,Medium,UK
2004-10-22,2731.8,Vintage Cars,Small,Denmark
2004-11-05,1658.88,Vintage Cars,Small,Norway
2004-11-20,5778.24,Vintage Cars,Medium,France
2004-12-02,5191.12,Vintage Cars,Medium,Spain
2005-01-26,3862.88,Vintage Cars,Medium,Japan
2005-02-22,1476.48,Vintage Cars,Small,Spain
2005-03-23,5273.73,Vintage Cars,Medium,USA
2005-05-06,4872.03,Vintage Cars,Medium,USA
2003-01-31,4556.99,Classic Cars,Medium,Spain
2003-03-10,8257.0,Classic Cars,Large,USA
2003-04-01,8209.44,Classic Cars,Large,France
2003-05-08,3598.5,Classic Cars,Medium,France
2003-06-03,3837.24,Classic Cars,Medium,USA
2003-07-04,8331.61,Classic Cars,Large,France
2003-08-01,4836.5,Classic Cars,Medium,Finland
2003-09-11,5418.88,Classic Cars,Medium,Australia
2003-09-21,3734.01,Classic Cars,Medium,Finland
2003-10-11,3996.4,Classic Cars,Medium,USA
2003-10-22,8754.69,Classic Cars,Large,Singapore
2003-11-05,5481.45,Classic Cars,Medium,Canada
2003-11-06,4419.89,Classic Cars,Medium,UK
2003-11-12,6324.75,Classic Cars,Medium,Norway
2003-11-14,4409.72,Classic Cars,Medium,Spain
2003-11-20,3918.46,Classic Cars,Medium,USA
2003-11-25,7620.5,Classic Cars,Large,USA
2003-12-02,8291.04,Classic Cars,Large,Spain
2003-12-09,3937.25,Classic Cars,Medium,USA
2004-01-16,5554.4,Classic Cars,Medium,Spain
2004-02-22,6407.86,Classic Cars,Medium,Switzerland
2004-03-11,4172.52,Classic Cars,Medium,USA
2004-04-12,7083.37,Classic Cars,Large,Finland
2004-05-05,7132.68,Classic Cars,Large,Spain
2004-06-01,6773.6,Classic Cars,Medium,UK
2004-06-15,3657.69,Classic Cars,Medium,Singapore
2004-07-06,4812.55,Classic Cars,Medium,Italy
2004-07-20,3928.6,Classic Cars,Medium,USA
2004-08-06,6401.22,Classic Cars,Medium,USA
2004-08-19,4191.25,Classic Cars,Medium,USA
2004-08-30,5852.52,Classic Cars,Medium,Switzerland
2004-09-08,2844.87,Classic Cars,Small,USA
2003-10-05,4011.66,Classic Cars,Medium,Norway
2004-10-13,7455.87,Classic Cars,Large,USA
2004-10-16,8940.96,Classic Cars,Large,Germany
2004-10-22,4572.25,Classic Cars,Medium,Canada
2004-11-04,5700.09,Classic Cars,Medium,USA
2004-11-05,3155.49,Classic Cars,Medium,USA
2004-11-17,4170.69,Classic Cars,Medium,USA
2004-11-19,2878.8,Classic Cars,Small,Sweden
2004-11-24,5029.5,Classic Cars,Medium,Australia
2004-12-01,7396.8,Classic Cars,Large,USA
2004-12-10,2991.68,Classic Cars,Small,Spain
2005-01-10,6275.72,Classic Cars,Medium,Belgium
